1536069282.705542755,13.674,20.509,52.807
1536069282.707533398,13.676,20.509,52.831
1536069282.709533134,13.677,20.505,52.838
1536069282.711535411,13.678,20.5,52.827
1536069282.713507780,13.679,20.495,52.8
1536069282.715544052,13.68,20.491,52.76
1536069282.717532947,13.682,20.489,52.714
1536069282.719482583,13.684,20.49,52.665
1536069282.721516786,13.687,20.491,52.618
1536069282.723545507,13.691,20.493,52.573
1536069282.725510316,13.694,20.493,52.533
1536069282.727538750,13.698,20.491,52.496
1536069282.729452757,13.7,20.487,52.465
1536069282.731544408,13.701,20.481,52.44
1536069282.733544136,13.699,20.475,52.423
1536069282.735549270,13.693,20.469,52.417
1536069282.737544284,13.684,20.463,52.426
1536069282.739506419,13.671,20.459,52.45
1536069282.741565437,13.655,20.455,52.491
1536069282.743545489,13.64,20.451,52.544
1536069282.745534417,13.626,20.449,52.605
1536069282.747548416,13.617,20.446,52.664
1536069282.749519100,13.614,20.446,52.71
1536069282.751547279,13.618,20.448,52.734
1536069282.753526608,13.627,20.453,52.728
1536069282.755521410,13.642,20.462,52.69
1536069282.757543687,13.658,20.474,52.623
1536069282.759554691,13.673,20.488,52.537
1536069282.761552668,13.684,20.503,52.447
1536069282.763518127,13.69,20.515,52.367
1536069282.765540684,13.69,20.523,52.314
1536069282.767523297,13.683,20.525,52.296
1536069282.769560261,13.673,20.521,52.315
1536069282.771501674,13.661,20.51,52.367
1536069282.773544057,13.649,20.497,52.441
1536069282.775553627,13.639,20.482,52.521
1536069282.777545016,13.634,20.469,52.593
1536069282.779546652,13.633,20.459,52.645
1536069282.781559148,13.637,20.455,52.673
1536069282.783520171,13.644,20.456,52.674
1536069282.785551981,13.654,20.462,52.655
1536069282.787519099,13.666,20.472,52.621
1536069282.789547581,13.677,20.485,52.581
1536069282.791544687,13.687,20.499,52.54
1536069282.793539785,13.696,20.514,52.502
1536069282.795543638,13.704,20.529,52.468
1536069282.797549832,13.709,20.542,52.438
1536069282.799504216,13.713,20.553,52.413
1536069282.801529762,13.716,20.562,52.396
1536069282.803586978,13.717,20.567,52.389
1536069282.805547696,13.716,20.567,52.397
1536069282.807545644,13.715,20.562,52.424
1536069282.809555876,13.712,20.551,52.47
1536069282.811551944,13.709,20.535,52.534
1536069282.813484554,13.704,20.514,52.61
1536069282.815559190,13.699,20.49,52.691
1536069282.817531375,13.693,20.465,52.766
1536069282.819560045,13.687,20.442,52.826
1536069282.821531279,13.682,20.423,52.863
1536069282.823558681,13.677,20.409,52.874
1536069282.825554187,13.674,20.402,52.859
1536069282.827504630,13.672,20.402,52.823
1536069282.829567464,13.671,20.408,52.773
1536069282.831530273,13.67,20.42,52.718
1536069282.833557140,13.669,20.435,52.667
1536069282.835551243,13.666,20.453,52.627
1536069282.837530842,13.66,20.471,52.604
1536069282.839552034,13.651,20.487,52.6
1536069282.841540107,13.639,20.5,52.613
1536069282.843550971,13.626,20.509,52.64
1536069282.845524342,13.612,20.514,52.674
1536069282.847594952,13.601,20.515,52.71
1536069282.849541316,13.593,20.512,52.741
1536069282.851556629,13.592,20.507,52.761
1536069282.853530789,13.596,20.501,52.769
1536069282.855552706,13.606,20.494,52.763
1536069282.857515562,13.621,20.488,52.747
1536069282.859566172,13.637,20.484,52.725
1536069282.861547805,13.653,20.481,52.704
1536069282.863553354,13.667,20.481,52.688
1536069282.865552997,13.678,20.481,52.681
1536069282.867534044,13.685,20.482,52.685
1536069282.869594010,13.687,20.483,52.698
1536069282.871536695,13.687,20.483,52.717
1536069282.873556745,13.684,20.482,52.738
1536069282.875537863,13.68,20.48,52.757
1536069282.877557797,13.676,20.477,52.77
1536069282.879556698,13.673,20.473,52.776
1536069282.881520557,13.671,20.469,52.773
1536069282.883557535,13.669,20.467,52.762
1536069282.885551813,13.669,20.466,52.745
1536069282.887513672,13.669,20.467,52.723
1536069282.889562723,13.669,20.471,52.699
1536069282.891556421,13.669,20.476,52.676
1536069282.893556528,13.669,20.481,52.654
1536069282.895530284,13.667,20.485,52.636
1536069282.897552877,13.664,20.486,52.625
1536069282.899547208,13.66,20.484,52.62
1536069282.901537256,13.656,20.479,52.621
1536069282.903571356,13.651,20.47,52.628
1536069282.905535172,13.647,20.461,52.638
1536069282.907557143,13.644,20.453,52.646
1536069282.909560980,13.644,20.45,52.649
1536069282.911570596,13.646,20.453,52.646
1536069282.913553293,13.651,20.463,52.636
1536069282.915556195,13.658,20.479,52.622
1536069282.917499296,13.665,20.5,52.607
1536069282.919545285,13.672,20.521,52.598
1536069282.921555585,13.676,20.539,52.603
1536069282.923541281,13.676,20.549,52.624
1536069282.925556181,13.672,20.551,52.665
1536069282.927531050,13.663,20.542,52.722
1536069282.929551390,13.651,20.524,52.79
1536069282.931523292,13.637,20.499,52.859
1536069282.933550523,13.624,20.47,52.919
1536069282.935555896,13.613,20.443,52.958
1536069282.937534468,13.607,20.419,52.971
1536069282.939551387,13.605,20.401,52.954
1536069282.941535312,13.61,20.391,52.911
1536069282.943562488,13.619,20.388,52.848
1536069282.945535830,13.631,20.39,52.779
1536069282.947552741,13.644,20.395,52.715
