Time,Fx,Fy,Fx_actual,Fy_actual,Sep1,Sep2
1536010732.840044124,-14.2146,-11.8087,0.033,0.049,0,0
1536010732.844043304,-14.2146,-11.8087,0.029,0.005,0,0
1536010732.848042734,-14.2146,-11.8087,0.012,-0.036,0,0
1536010732.852041875,-14.2146,-11.8087,-0.007,-0.057,0,0
1536010732.856041487,-14.2146,-11.8087,-0.022,-0.051,0,0
1536010732.860041273,-14.2146,-11.8087,-0.026,-0.035,0,0
1536010732.864041726,-14.2146,-11.8087,-0.02,-0.025,0,0
1536010732.868050966,-14.2146,-11.8087,-0.004,-0.027,0,0
1536010732.872043061,-14.2146,-11.8087,0.013,-0.033,0,0
1536010732.876042374,-14.2146,-11.8087,0.025,-0.037,0,0
1536010732.880051466,-14.2146,-11.8087,0.022,-0.035,0,0
1536010732.884041781,-14.2146,-11.8087,0.008,-0.029,0,0
1536010732.888043263,-14.2146,-11.8087,-0.006,-0.02,0,0
1536010732.892043207,-14.2146,-11.8087,-0.014,-0.011,0,0
1536010732.896042221,-14.2146,-11.8087,-0.015,-0.008,0,0
1536010732.900041198,-14.2146,-11.8087,-0.017,-0.016,0,0
1536010732.904043066,-14.2146,-11.8087,-0.025,-0.031,0,0
1536010732.908043371,-14.2146,-11.8087,-0.032,-0.043,0,0
1536010732.912042985,-14.2146,-11.8087,-0.032,-0.047,0,0
1536010732.916043383,-14.2146,-11.8087,-0.024,-0.046,0,0
1536010732.920044197,-14.2146,-11.8087,-0.014,-0.049,0,0
1536010732.924044302,-14.2146,-11.8087,-0.006,-0.053,0,0
1536010732.928044220,-14.2146,-11.8087,0,-0.05,0,0
1536010732.932041722,-14.2146,-11.8087,0.007,-0.035,0,0
1536010732.936043977,-14.2146,-11.8087,0.018,-0.012,0,0
1536010732.940043402,-14.2146,-11.8087,0.024,0.002,0,0
1536010732.944042200,-14.2146,-11.8087,0.02,0,0,0
1536010732.948041936,-14.2146,-11.8087,0.003,-0.016,0,0
1536010732.952041857,-14.2146,-11.8087,-0.018,-0.034,0,0
1536010732.956041852,-14.2146,-11.8087,-0.033,-0.04,0,0
