1536069201.177040859,12.632,20.29,53.114
1536069201.178243053,12.626,20.271,53.211
1536069201.180221777,12.615,20.253,53.295
1536069201.182254372,12.599,20.237,53.354
1536069201.184243112,12.583,20.227,53.377
1536069201.186224988,12.568,20.224,53.36
1536069201.188206423,12.558,20.227,53.305
1536069201.190198705,12.555,20.236,53.22
1536069201.192251385,12.559,20.249,53.116
1536069201.194243631,12.569,20.262,53.008
1536069201.196222448,12.582,20.275,52.911
1536069201.198222156,12.596,20.284,52.837
1536069201.200223224,12.609,20.288,52.789
1536069201.202213230,12.618,20.287,52.769
1536069201.204249848,12.624,20.283,52.771
1536069201.206229222,12.625,20.277,52.786
1536069201.208238536,12.624,20.271,52.804
1536069201.210247835,12.621,20.269,52.818
1536069201.212232546,12.618,20.27,52.823
1536069201.214261097,12.617,20.276,52.819
1536069201.216225973,12.617,20.285,52.811
1536069201.218212287,12.618,20.296,52.803
1536069201.220238374,12.621,20.307,52.8
1536069201.222213758,12.623,20.316,52.804
1536069201.224253840,12.624,20.323,52.813
1536069201.226345414,12.624,20.327,52.822
1536069201.228221694,12.621,20.329,52.824
1536069201.230232739,12.617,20.33,52.816
1536069201.232202322,12.612,20.332,52.796
1536069201.234237092,12.607,20.334,52.765
1536069201.236242546,12.602,20.337,52.73
1536069201.238191598,12.6,20.34,52.699
1536069201.240251980,12.599,20.342,52.68
1536069201.242209718,12.6,20.342,52.677
1536069201.244232077,12.602,20.339,52.692
1536069201.246217534,12.604,20.332,52.72
1536069201.248274302,12.607,20.323,52.756
1536069201.250228174,12.608,20.313,52.792
1536069201.252256798,12.608,20.302,52.822
1536069201.254262471,12.608,20.294,52.846
1536069201.256256207,12.607,20.287,52.865
1536069201.258259569,12.607,20.283,52.884
1536069201.260250418,12.607,20.281,52.908
1536069201.262217306,12.609,20.28,52.942
1536069201.264255007,12.611,20.281,52.985
1536069201.266252876,12.612,20.282,53.035
1536069201.268256053,12.613,20.283,53.082
1536069201.270274508,12.611,20.285,53.118
1536069201.272275137,12.607,20.288,53.134
1536069201.274161923,12.601,20.293,53.122
1536069201.276302931,12.595,20.299,53.081
1536069201.278231089,12.589,20.308,53.013
1536069201.280273370,12.585,20.319,52.926
1536069201.282264143,12.585,20.331,52.831
1536069201.284267521,12.589,20.342,52.736
1536069201.286242550,12.596,20.351,52.653
1536069201.288233880,12.606,20.356,52.59
1536069201.290225106,12.617,20.357,52.55
1536069201.292300685,12.627,20.354,52.536
1536069201.294258240,12.636,20.345,52.548
1536069201.296210718,12.64,20.333,52.582
1536069201.298237395,12.641,20.317,52.635
1536069201.300245373,12.638,20.3,52.703
1536069201.302226663,12.632,20.282,52.78
1536069201.304256889,12.624,20.265,52.861
1536069201.306243158,12.614,20.251,52.942
1536069201.308245728,12.604,20.238,53.018
1536069201.310255600,12.595,20.227,53.086
1536069201.312266337,12.588,20.219,53.141
1536069201.314289689,12.584,20.213,53.182
1536069201.316219774,12.582,20.21,53.207
1536069201.318255366,12.583,20.21,53.215
1536069201.320262353,12.586,20.213,53.207
1536069201.322263132,12.591,20.221,53.184
1536069201.324263825,12.596,20.234,53.148
1536069201.326261772,12.602,20.25,53.102
1536069201.328257802,12.609,20.27,53.049
1536069201.330228841,12.615,20.289,52.995
1536069201.332256994,12.622,20.306,52.945
1536069201.334256174,12.629,20.318,52.904
1536069201.336279500,12.636,20.323,52.879
1536069201.338238410,12.644,20.32,52.873
1536069201.340244894,12.65,20.309,52.89
1536069201.342260199,12.656,20.291,52.927
1536069201.344250687,12.66,20.27,52.981
1536069201.346257485,12.661,20.248,53.046
1536069201.348246060,12.659,20.228,53.115
1536069201.350256330,12.655,20.212,53.178
1536069201.352265014,12.648,20.202,53.229
1536069201.354264710,12.638,20.197,53.264
1536069201.356239874,12.626,20.198,53.283
1536069201.358258928,12.612,20.204,53.284
1536069201.360252029,12.598,20.213,53.273
1536069201.362215348,12.584,20.223,53.251
1536069201.364261960,12.572,20.235,53.223
1536069201.366262340,12.564,20.248,53.191
1536069201.368256331,12.56,20.26,53.157
1536069201.370263250,12.561,20.271,53.122
1536069201.372248012,12.568,20.281,53.087
1536069201.374265277,12.579,20.289,53.053
1536069201.376306133,12.593,20.294,53.023
1536069201.378234550,12.608,20.297,52.997
1536069201.380321180,12.621,20.298,52.978
1536069201.382280182,12.63,20.297,52.964
1536069201.384210734,12.634,20.295,52.955
1536069201.386236881,12.631,20.292,52.948
1536069201.388254828,12.625,20.289,52.941
1536069201.390197893,12.615,20.287,52.932
1536069201.392260973,12.605,20.284,52.922
1536069201.394298283,12.596,20.28,52.912
1536069201.396244307,12.591,20.274,52.905
1536069201.398245894,12.591,20.267,52.904
1536069201.400216911,12.594,20.258,52.913
1536069201.402281196,12.601,20.25,52.93
1536069201.404238852,12.608,20.243,52.954
1536069201.406246192,12.615,20.24,52.979
1536069201.408278283,12.62,20.24,53
1536069201.410248612,12.622,20.245,53.011
1536069201.412262105,12.621,20.255,53.009
1536069201.414261508,12.619,20.267,52.993
1536069201.416250218,12.615,20.281,52.968
1536069201.418230093,12.611,20.292,52.938
1536069201.420263439,12.608,20.3,52.91
1536069201.422266478,12.606,20.302,52.892
1536069201.424276462,12.605,20.299,52.885
1536069201.426223383,12.605,20.291,52.893
1536069201.428207936,12.606,20.279,52.912
1536069201.430248877,12.608,20.264,52.94
1536069201.432229307,12.61,20.25,52.971
1536069201.434255753,12.613,20.237,53.002
1536069201.436260858,12.615,20.226,53.027
1536069201.438272133,12.617,20.218,53.045
1536069201.440262378,12.618,20.213,53.055
1536069201.442243534,12.618,20.212,53.057
1536069201.444239716,12.616,20.214,53.052
1536069201.446280907,12.613,20.218,53.041
1536069201.448241965,12.607,20.225,53.028
1536069201.450251014,12.6,20.234,53.016
1536069201.452263748,12.592,20.244,53.008
1536069201.454268621,12.584,20.255,53.008
1536069201.456239066,12.576,20.264,53.019
1536069201.458252024,12.568,20.272,53.041
1536069201.460247195,12.562,20.277,53.073
1536069201.462232035,12.558,20.279,53.111
1536069201.464259909,12.556,20.278,53.152
1536069201.466260118,12.557,20.276,53.187
1536069201.468277600,12.562,20.273,53.211
1536069201.470238755,12.569,20.27,53.218
1536069201.472232644,12.578,20.271,53.206
1536069201.474243095,12.588,20.274,53.175
1536069201.476296569,12.599,20.281,53.127
1536069201.478266891,12.607,20.291,53.067
1536069201.480235683,12.613,20.302,53.003
1536069201.482246709,12.617,20.313,52.941
1536069201.484252151,12.617,20.322,52.889
1536069201.486250089,12.614,20.327,52.85
1536069201.488245755,12.61,20.328,52.827
1536069201.490309749,12.605,20.324,52.82
1536069201.492266215,12.6,20.317,52.827
1536069201.494242171,12.596,20.306,52.845
1536069201.496251637,12.592,20.295,52.87
1536069201.498265825,12.588,20.284,52.896
1536069201.500245981,12.585,20.275,52.921
1536069201.502244337,12.582,20.269,52.941
1536069201.504252116,12.582,20.266,52.954
1536069201.506257910,12.583,20.265,52.959
1536069201.508261102,12.587,20.266,52.958
1536069201.510262443,12.595,20.268,52.949
1536069201.512275703,12.604,20.269,52.936
1536069201.514217097,12.615,20.27,52.921
1536069201.516224537,12.626,20.27,52.904
1536069201.518257083,12.635,20.27,52.888
1536069201.520254462,12.64,20.272,52.873
1536069201.522248791,12.642,20.275,52.86
1536069201.524263297,12.639,20.281,52.847
1536069201.526261667,12.634,20.291,52.833
1536069201.528260777,12.627,20.303,52.814
1536069201.530246828,12.621,20.317,52.79
1536069201.532239081,12.616,20.331,52.761
1536069201.534282002,12.614,20.343,52.727
1536069201.536275220,12.615,20.35,52.695
1536069201.538212912,12.619,20.35,52.67
1536069201.540237827,12.625,20.343,52.66
1536069201.542249627,12.631,20.329,52.672
1536069201.544228988,12.636,20.31,52.712
1536069201.546261541,12.638,20.287,52.778
1536069201.548263796,12.636,20.265,52.867
1536069201.550261356,12.628,20.245,52.971
1536069201.552260657,12.616,20.23,53.078
1536069201.554237950,12.598,20.221,53.176
1536069201.556275978,12.578,20.219,53.254
1536069201.558212568,12.558,20.222,53.305
1536069201.560251609,12.539,20.229,53.326
1536069201.562249672,12.525,20.24,53.317
1536069201.564249485,12.518,20.251,53.283
1536069201.566258233,12.519,20.262,53.23
1536069201.568262124,12.527,20.272,53.165
1536069201.570209485,12.541,20.281,53.093
1536069201.572220612,12.56,20.288,53.018
1536069201.574260264,12.581,20.293,52.942
1536069201.576281190,12.602,20.297,52.866
1536069201.578261796,12.621,20.299,52.794
