Time,Fx,Fy,Fx_actual,Fy_actual,Sep1,Sep2
1536010509.482073031,-0.958626,0,-0.028,-0.092,0.000976418,0.000716023
1536010509.486072811,-0.958626,0,-0.029,-0.08,0.000976418,0.000716023
1536010509.490073002,-0.958626,0,-0.022,-0.08,0.000976418,0.000716023
1536010509.494072905,-0.958626,0,-0.017,-0.086,0.000976418,0.000716023
1536010509.498072925,-0.958626,0,-0.024,-0.092,0.000976418,0.000716023
1536010509.502094863,-0.958626,0,-0.042,-0.088,0.000976418,0.000716023
1536010509.506075068,-0.958626,0,-0.06,-0.072,0.000976418,0.000716023
1536010509.510077628,-0.958626,0,-0.065,-0.046,0.000976418,0.000716023
1536010509.514075004,-0.958626,0,-0.06,-0.025,0.000976418,0.000716023
1536010509.518077933,-0.958626,0,-0.054,-0.026,0.000976418,0.000716023
1536010509.522078205,-0.958626,0,-0.057,-0.054,0.000976418,0.000716023
1536010509.526076344,-0.958626,0,-0.067,-0.097,0.000976418,0.000716023
1536010509.530078042,-0.958626,0,-0.073,-0.127,0.000976418,0.000716023
1536010509.534078102,-0.958626,0,-0.066,-0.122,0.000976418,0.000716023
1536010509.538075109,-0.958626,0,-0.047,-0.086,0.000976418,0.000716023
1536010509.542076470,-0.958626,0,-0.026,-0.046,0.000976418,0.000716023
1536010509.546077616,-0.958626,0,-0.012,-0.032,0.000976418,0.000716023
1536010509.550077833,-0.958626,0,-0.01,-0.052,0.000976418,0.000716023
1536010509.554077683,-0.958626,0,-0.013,-0.089,0.000976418,0.000716023
1536010509.558076329,-0.958626,0,-0.017,-0.118,0.000976418,0.000716023
1536010509.562077621,-0.958626,0,-0.016,-0.124,0.000976418,0.000716023
1536010509.566077961,-0.958626,0,-0.015,-0.114,0.000976418,0.000716023
1536010509.570077922,-0.958626,0,-0.021,-0.099,0.000976418,0.000716023
1536010509.574074047,-0.958626,0,-0.038,-0.091,0.000976418,0.000716023
1536010509.578074925,-0.958626,0,-0.062,-0.089,0.000976418,0.000716023
1536010509.582073539,-0.958626,0,-0.078,-0.091,0.000976418,0.000716023
1536010509.586073949,-0.958626,0,-0.071,-0.095,0.000976418,0.000716023
1536010509.590073244,-0.958626,0,-0.038,-0.102,0.000976418,0.000716023
1536010509.594074351,-0.958626,0,0.001,-0.106,0.000976418,0.000716023
1536010509.598073770,-0.958626,0,0.022,-0.101,0.000976418,0.000716023
1536010509.602073773,-0.958626,0,0.006,-0.088,0.000976418,0.000716023
1536010509.606073687,-0.958626,0,-0.04,-0.074,0.000976418,0.000716023
1536010509.610075220,-0.958626,0,-0.09,-0.068,0.000976418,0.000716023
1536010509.614073523,-0.958626,0,-0.11,-0.074,0.000976418,0.000716023
1536010509.618073588,-0.958626,0,-0.09,-0.084,0.000976418,0.000716023
1536010509.622073180,-0.958626,0,-0.047,-0.092,0.000976418,0.000716023
1536010509.626074019,-0.958626,0,-0.011,-0.102,0.000976418,0.000716023
1536010509.630073528,-0.958626,0,-0.004,-0.117,0.000976418,0.000716023
