Time,Fx,Fy,Fx_actual,Fy_actual,Sep1,Sep2
1536010626.521558170,0.605885,-0.510938,-0.07,-0.038,0.0156872,0.0156871
1536010626.525560842,0.605885,-0.510938,-0.04,-0.042,0.0156872,0.0156871
1536010626.529558456,0.605885,-0.510938,-0.007,-0.032,0.0156872,0.0156871
1536010626.533579913,0.605885,-0.510938,0.011,-0.019,0.0156872,0.0156871
1536010626.537564572,0.605885,-0.510938,0.009,-0.015,0.0156872,0.0156871
1536010626.541557791,0.605885,-0.510938,-0.011,-0.024,0.0156872,0.0156871
1536010626.545557668,0.605885,-0.510938,-0.043,-0.035,0.0156872,0.0156871
1536010626.549557756,0.605885,-0.510938,-0.073,-0.035,0.0156872,0.0156871
1536010626.553557312,0.605885,-0.510938,-0.09,-0.017,0.0156872,0.0156871
1536010626.557558060,0.605885,-0.510938,-0.084,0.011,0.0156872,0.0156871
1536010626.561557618,0.605885,-0.510938,-0.054,0.037,0.0156872,0.0156871
1536010626.565559243,0.605885,-0.510938,-0.014,0.048,0.0156872,0.0156871
1536010626.569557332,0.605885,-0.510938,0.017,0.05,0.0156872,0.0156871
1536010626.573557041,0.605885,-0.510938,0.028,0.05,0.0156872,0.0156871
1536010626.577557361,0.605885,-0.510938,0.014,0.053,0.0156872,0.0156871
1536010626.581560425,0.605885,-0.510938,-0.013,0.053,0.0156872,0.0156871
1536010626.585558747,0.605885,-0.510938,-0.039,0.04,0.0156872,0.0156871
1536010626.589560443,0.605885,-0.510938,-0.05,0.015,0.0156872,0.0156871
1536010626.593558787,0.605885,-0.510938,-0.041,-0.012,0.0156872,0.0156871
1536010626.597560767,0.605885,-0.510938,-0.021,-0.033,0.0156872,0.0156871
1536010626.601558623,0.605885,-0.510938,-0.003,-0.043,0.0156872,0.0156871
1536010626.605557351,0.605885,-0.510938,0.002,-0.045,0.0156872,0.0156871
1536010626.609558020,0.605885,-0.510938,-0.005,-0.045,0.0156872,0.0156871
1536010626.613557009,0.605885,-0.510938,-0.014,-0.044,0.0156872,0.0156871
1536010626.617557122,0.605885,-0.510938,-0.019,-0.038,0.0156872,0.0156871
1536010626.621558107,0.605885,-0.510938,-0.022,-0.027,0.0156872,0.0156871
1536010626.625557532,0.605885,-0.510938,-0.029,-0.008,0.0156872,0.0156871
1536010626.629560097,0.605885,-0.510938,-0.037,0.013,0.0156872,0.0156871
1536010626.633558096,0.605885,-0.510938,-0.034,0.036,0.0156872,0.0156871
1536010626.637535422,0.605885,-0.510938,-0.013,0.052,0.0156872,0.0156871
1536010626.641558883,0.605885,-0.510938,0.013,0.051,0.0156872,0.0156871
1536010626.645559431,0.605885,-0.510938,0.022,0.028,0.0156872,0.0156871
1536010626.649559899,0.605885,-0.510938,-0.005,-0.014,0.0156872,0.0156871
1536010626.653564798,0.605885,-0.510938,-0.058,-0.059,0.0156872,0.0156871
1536010626.657560613,0.558291,-0.510938,-0.103,-0.087,0.0156872,0.0156871
1536010626.661563582,0.558291,-0.510938,-0.106,-0.084,0.0156872,0.0156871
1536010626.665558454,0.558291,-0.510938,-0.066,-0.055,0.0156872,0.0156871
1536010626.669561059,0.558291,-0.510938,-0.009,-0.021,0.0156872,0.0156871
1536010626.673558172,0.510936,-0.510938,0.03,0,0.0156872,0.0156871
1536010626.677560824,0.510936,-0.510938,0.036,0.006,0.0156872,0.0156871
1536010626.681557336,0.510936,-0.510938,0.015,0.006,0.0156872,0.0156871
1536010626.685560678,0.510936,-0.510938,-0.013,0.013,0.0156872,0.0156871
1536010626.689558522,0.463797,-0.510938,-0.03,0.029,0.0156872,0.0156871
1536010626.693560918,0.463797,-0.510938,-0.028,0.04,0.0156872,0.0156871
1536010626.697557178,0.416857,-0.510938,-0.011,0.036,0.0156872,0.0156871
1536010626.701561175,0.416857,-0.510938,0.01,0.017,0.0156872,0.0156871
1536010626.705560744,0.370094,-0.510938,0.028,-0.001,0.0156872,0.0156871
1536010626.709565137,0.370094,-0.510938,0.036,-0.003,0.0156872,0.0156871
1536010626.713560910,0.323488,-0.4638,0.035,0.012,0.0156872,0.0156871
1536010626.717564541,0.323488,-0.4638,0.028,0.032,0.0156872,0.0156871
1536010626.721560298,0.27702,-0.4638,0.02,0.034,0.0156872,0.0156871
1536010626.725561190,0.27702,-0.4638,0.013,0.008,0.0156872,0.0156871
1536010626.729557584,0.27702,-0.416859,0.008,-0.037,0.0156872,0.0156871
1536010626.733560685,0.27702,-0.416859,0.005,-0.086,0.0156872,0.0156871
1536010626.737557627,0.23067,-0.370096,0.003,-0.121,0.0156872,0.0156871
1536010626.741560474,0.23067,-0.370096,0.004,-0.136,0.0156872,0.0156871
1536010626.745558418,0.184419,-0.32349,0.007,-0.14,0.0156872,0.0156871
1536010626.749561863,0.184419,-0.32349,0.007,-0.142,0.0156872,0.0156871
1536010626.753558271,0.184419,-0.277022,0,-0.15,0.0156872,0.0156871
1536010626.757561278,0.184419,-0.277022,-0.014,-0.161,0.0156872,0.0156871
1536010626.761558276,0.184419,-0.230671,-0.026,-0.168,0.0156872,0.0156871
1536010626.765561794,0.184419,-0.230671,-0.032,-0.165,0.0156872,0.0156871
1536010626.769558439,0.184419,-0.18442,-0.035,-0.158,0.0156872,0.0156871
1536010626.773561566,0.184419,-0.18442,-0.044,-0.159,0.0156872,0.0156871
1536010626.777567692,0.184419,-0.138245,-0.063,-0.173,0.0156872,0.0156871
1536010626.781561433,0.184419,-0.138245,-0.085,-0.195,0.0156872,0.0156871
1536010626.785558492,0.138245,-0.138245,-0.091,-0.207,0.0156872,0.0156871
1536010626.789559600,0.138245,-0.138245,-0.076,-0.199,0.0100242,0.0104147
1536010626.793557984,0.4448,-0.273475,-0.049,-0.175,0.0100242,0.0104147
1536010626.797559446,0.4448,-0.273475,-0.031,-0.144,0.0100242,0.0104147
1536010626.801557445,0.4448,-0.136709,-0.035,-0.11,0.0100242,0.0104147
1536010626.805559281,0.4448,-0.136709,-0.049,-0.07,0.0100242,0.0104147
1536010626.809557733,0.4448,-0.136709,-0.055,-0.015,0.0100242,0.0104147
1536010626.813559153,0.4448,-0.136709,-0.038,0.052,0.0100242,0.0104147
1536010626.817558026,0.4448,-0.136709,-0.008,0.119,0.0100242,0.0104147
1536010626.821559118,0.4448,-0.136709,0.015,0.168,0.0100242,0.0104147
1536010626.825557703,0.296426,-0.136709,0.017,0.191,0.0100242,0.0104147
1536010626.829558871,0.296426,-0.136709,-0.001,0.187,0.0100242,0.0104147
